trips_between_0_5_mins,trips_between_5_10_mins,trips_between_10_15_mins,trips_between_15_20_mins,trips_between_20_25_mins,trips_between_25_30_mins,trips_30plus_mins
174365,413599,228933,70038,22664,11254,30720
