trip_name,counts
Market at 10th - Embarcadero at Vallejo,57
Post at Kearny - Post at Kearny,57
Beale at Market - Townsend at 7th,57
Clay at Battery - Embarcadero at Bryant,57
Adobe on Almaden - San Jose Diridon Caltrain Station,57
Paseo de San Antonio - Santa Clara at Almaden,57
Embarcadero at Sansome - South Van Ness at Market,57
Commercial at Montgomery - Davis at Jackson,57
Broadway St at Battery St - 2nd at Folsom,57
Grant Avenue at Columbus Avenue - Washington at Kearny,57
Grant Avenue at Columbus Avenue - Broadway St at Battery St,57
Mechanics Plaza (Market at Battery) - Davis at Jackson,57
Yerba Buena Center of the Arts (3rd @ Howard) - Embarcadero at Vallejo,57
Japantown - San Jose City Hall,56
Market at 10th - Washington at Kearny,56
Clay at Battery - 2nd at Folsom,56
Clay at Battery - Harry Bridges Plaza (Ferry Building),56
San Pedro Square - San Jose City Hall,56
Embarcadero at Bryant - Powell at Post (Union Square),56
Santa Clara at Almaden - Japantown,56
University and Emerson - Palo Alto Caltrain Station,56
San Francisco City Hall - Market at 10th,56
Commercial at Montgomery - 2nd at South Park,56
Mechanics Plaza (Market at Battery) - Temporary Transbay Terminal (Howard at Beale),56
Post at Kearny - Yerba Buena Center of the Arts (3rd @ Howard),55
Market at Sansome - Embarcadero at Folsom,55
Washington at Kearny - Temporary Transbay Terminal (Howard at Beale),55
San Francisco City Hall - Townsend at 7th,55
San Francisco City Hall - Civic Center BART (7th at Market),55
Howard at 2nd - Post at Kearny,54
Post at Kearny - San Francisco Caltrain 2 (330 Townsend),54
2nd at Townsend - Civic Center BART (7th at Market),54
Spear at Folsom - Post at Kearny,54
Davis at Jackson - Powell at Post (Union Square),54
San Jose Civic Center - Santa Clara at Almaden,54
SJSU 4th at San Carlos - Santa Clara at Almaden,54
Mountain View City Hall - Castro Street and El Camino Real,54
Commercial at Montgomery - 2nd at Folsom,54
South Van Ness at Market - 2nd at Folsom,54
California Ave Caltrain Station - Cowper at University,54
Mechanics Plaza (Market at Battery) - South Van Ness at Market,54
2nd at Folsom - Embarcadero at Bryant,53
2nd at Folsom - South Van Ness at Market,53
Spear at Folsom - South Van Ness at Market,53
Davis at Jackson - Civic Center BART (7th at Market),53
San Salvador at 1st - Japantown,53
Embarcadero at Vallejo - Embarcadero at Folsom,53
SJSU 4th at San Carlos - SJSU - San Salvador at 9th,53
San Francisco Caltrain 2 (330 Townsend) - San Francisco Caltrain (Townsend at 4th),53
Yerba Buena Center of the Arts (3rd @ Howard) - Civic Center BART (7th at Market),53
Embarcadero at Folsom - Clay at Battery,52
San Francisco City Hall - Howard at 2nd,52
Civic Center BART (7th at Market) - Washington at Kearny,52
San Jose Diridon Caltrain Station - Ryland Park,52
Mechanics Plaza (Market at Battery) - Market at Sansome,52
Temporary Transbay Terminal (Howard at Beale) - Post at Kearney,52
Market at 4th - Post at Kearny,51
2nd at Townsend - South Van Ness at Market,51
Townsend at 7th - Grant Avenue at Columbus Avenue,51
Powell Street BART - Embarcadero at Bryant,51
San Salvador at 1st - San Pedro Square,51
Washington at Kearny - Beale at Market,51
Washington at Kearny - Grant Avenue at Columbus Avenue,51
Washington at Kearney - Post at Kearney,51
SJSU - San Salvador at 9th - SJSU 4th at San Carlos,51
San Francisco Caltrain 2 (330 Townsend) - Post at Kearney,51
MLK Library - Paseo de San Antonio,50
2nd at Folsom - Steuart at Market,50
2nd at Folsom - Civic Center BART (7th at Market),50
Spear at Folsom - San Francisco City Hall,50
Spear at Folsom - Broadway St at Battery St,50
Embarcadero at Vallejo - Powell at Post (Union Square),50
Embarcadero at Vallejo - Yerba Buena Center of the Arts (3rd @ Howard),50
San Francisco City Hall - Post at Kearny,50
South Van Ness at Market - Davis at Jackson,50
Broadway St at Battery St - Civic Center BART (7th at Market),50
Civic Center BART (7th at Market) - San Francisco City Hall,50
Yerba Buena Center of the Arts (3rd @ Howard) - Powell Street BART,50
MLK Library - San Pedro Square,49
Townsend at 7th - Davis at Jackson,49
Golden Gate at Polk - Broadway St at Battery St,49
Washington at Kearny - Embarcadero at Bryant,49
Embarcadero at Sansome - Washington at Kearney,49
San Antonio Shopping Center - Mountain View City Hall,49
Yerba Buena Center of the Arts (3rd @ Howard) - Broadway St at Battery St,49
MLK Library - St James Park,48
Steuart at Market - Harry Bridges Plaza (Ferry Building),48
Paseo de San Antonio - San Jose City Hall,48
Washington at Kearney - 2nd at South Park,48
Embarcadero at Vallejo - Beale at Market,48
Embarcadero at Vallejo - Grant Avenue at Columbus Avenue,48
San Francisco City Hall - 5th at Howard,48
Commercial at Montgomery - Market at 10th,48
Broadway St at Battery St - Powell at Post (Union Square),48
SJSU - San Salvador at 9th - San Salvador at 1st,48
Grant Avenue at Columbus Avenue - South Van Ness at Market,48
Yerba Buena Center of the Arts (3rd @ Howard) - Market at 4th,48
Japantown - Paseo de San Antonio,47
Ryland Park - Adobe on Almaden,47
2nd at Folsom - Yerba Buena Center of the Arts (3rd @ Howard),47
5th at Howard - Embarcadero at Bryant,47
St James Park - Japantown,47
Clay at Battery - Embarcadero at Vallejo,47
Clay at Battery - Commercial at Montgomery,47
Clay at Battery - Civic Center BART (7th at Market),47
Spear at Folsom - Post at Kearney,47
2nd at South Park - Post at Kearney,47
Golden Gate at Polk - Clay at Battery,47
Embarcadero at Bryant - Civic Center BART (7th at Market),47
Embarcadero at Vallejo - 5th at Howard,47
Embarcadero at Vallejo - San Francisco Caltrain 2 (330 Townsend),47
Santa Clara at Almaden - Paseo de San Antonio,47
San Francisco City Hall - 2nd at Folsom,47
Powell at Post (Union Square) - Embarcadero at Bryant,47
Powell at Post (Union Square) - Embarcadero at Folsom,47
Ryland Park - Arena Green / SAP Center,46
Post at Kearny - 5th at Howard,46
Post at Kearny - Davis at Jackson,46
2nd at Townsend - Golden Gate at Polk,46
Steuart at Market - San Francisco City Hall,46
San Jose City Hall - San Pedro Square,46
Golden Gate at Polk - Howard at 2nd,46
San Salvador at 1st - MLK Library,46
Washington at Kearny - Embarcadero at Vallejo,46
Embarcadero at Folsom - Broadway St at Battery St,46
Embarcadero at Vallejo - 2nd at South Park,46
SJSU - San Salvador at 9th - SJSU - San Salvador at 9th,46
San Pedro Square - SJSU - San Salvador at 9th,45
Golden Gate at Polk - Post at Kearney,45
Embarcadero at Sansome - San Francisco City Hall,45
San Francisco City Hall - Steuart at Market,45
Commercial at Montgomery - Steuart at Market,45
Commercial at Montgomery - Embarcadero at Bryant,45
South Van Ness at Market - Washington at Kearny,45
San Antonio Shopping Center - Castro Street and El Camino Real,45
Temporary Transbay Terminal (Howard at Beale) - San Francisco City Hall,45
Japantown - Ryland Park,44
2nd at Folsom - Post at Kearny,44
Park at Olive - Park at Olive,44
Spear at Folsom - Powell Street BART,44
Golden Gate at Polk - 2nd at Townsend,44
San Salvador at 1st - SJSU - San Salvador at 9th,44
Embarcadero at Bryant - Washington at Kearny,44
Mechanics Plaza (Market at Battery) - Townsend at 7th,44
2nd at Townsend - San Francisco City Hall,43
Steuart at Market - Washington at Kearny,43
Cowper at University - Park at Olive,43
Embarcadero at Bryant - Market at 10th,43
Washington at Kearney - Embarcadero at Sansome,43
Embarcadero at Vallejo - Powell Street BART,43
Embarcadero at Vallejo - Mechanics Plaza (Market at Battery),43
San Francisco City Hall - Golden Gate at Polk,43
San Francisco City Hall - Embarcadero at Sansome,43
San Francisco City Hall - Yerba Buena Center of the Arts (3rd @ Howard),43
MLK Library - San Jose Civic Center,42
5th at Howard - Golden Gate at Polk,42
2nd at Townsend - Post at Kearney,42
2nd at South Park - South Van Ness at Market,42
Washington at Kearny - Spear at Folsom,42
Broadway St at Battery St - Howard at 2nd,42
Broadway St at Battery St - Embarcadero at Vallejo,42
San Antonio Caltrain Station - Mountain View City Hall,42
Mechanics Plaza (Market at Battery) - Yerba Buena Center of the Arts (3rd @ Howard),42
Ryland Park - San Jose Civic Center,41
Embarcadero at Vallejo - 2nd at Folsom,41
Mechanics Plaza (Market at Battery) - San Francisco Caltrain 2 (330 Townsend),41
Charleston Park/ North Bayshore Area - Charleston Park/ North Bayshore Area,41
Post at Kearny - Temporary Transbay Terminal (Howard at Beale),40
Beale at Market - Post at Kearny,40
Post at Kearney - Market at 10th,40
Post at Kearney - Embarcadero at Sansome,40
Townsend at 7th - Broadway St at Battery St,40
Paseo de San Antonio - Ryland Park,40
Paseo de San Antonio - Adobe on Almaden,40
Embarcadero at Folsom - Grant Avenue at Columbus Avenue,40
Washington at Kearney - Mechanics Plaza (Market at Battery),40
Washington at Kearney - San Francisco Caltrain 2 (330 Townsend),40
San Francisco City Hall - South Van Ness at Market,40
Palo Alto Caltrain Station - University and Emerson,40
Market at 10th - Embarcadero at Folsom,39
Post at Kearny - Market at 4th,39
Beale at Market - Washington at Kearney,39
Clay at Battery - Market at 10th,39
Post at Kearney - Townsend at 7th,39
Townsend at 7th - Washington at Kearny,39
San Pedro Square - Adobe on Almaden,39
2nd at South Park - San Francisco City Hall,39
Golden Gate at Polk - San Francisco City Hall,39
Golden Gate at Polk - Harry Bridges Plaza (Ferry Building),39
Washington at Kearney - Market at 10th,39
Embarcadero at Sansome - Post at Kearney,39
2nd at Folsom - Embarcadero at Folsom,38
5th at Howard - Grant Avenue at Columbus Avenue,38
Howard at 2nd - Broadway St at Battery St,38
Post at Kearny - Spear at Folsom,38
Clay at Battery - 5th at Howard,38
Clay at Battery - Steuart at Market,38
Powell Street BART - Post at Kearney,38
San Salvador at 1st - St James Park,38
San Antonio Caltrain Station - Rengstorff Avenue / California Street,38
Japantown - Santa Clara County Civic Center,37
MLK Library - San Jose City Hall,37
2nd at Folsom - Mechanics Plaza (Market at Battery),37
Howard at 2nd - Washington at Kearny,37
Howard at 2nd - South Van Ness at Market,37
Park at Olive - University and Emerson,37
Post at Kearney - San Francisco Caltrain (Townsend at 4th),37
Golden Gate at Polk - Davis at Jackson,37
Paseo de San Antonio - St James Park,37
Embarcadero at Bryant - South Van Ness at Market,37
SJSU 4th at San Carlos - SJSU 4th at San Carlos,37
San Francisco City Hall - 2nd at Townsend,37
Arena Green / SAP Center - San Jose Diridon Caltrain Station,37
Commercial at Montgomery - Howard at 2nd,37
Commercial at Montgomery - Civic Center BART (7th at Market),37
Commercial at Montgomery - San Francisco Caltrain (Townsend at 4th),37
Redwood City Caltrain Station - Redwood City Public Library,37
Harry Bridges Plaza (Ferry Building) - Steuart at Market,37
Temporary Transbay Terminal (Howard at Beale) - Embarcadero at Folsom,37
2nd at Folsom - Howard at 2nd,36
Post at Kearny - Embarcadero at Vallejo,36
Beale at Market - Mechanics Plaza (Market at Battery),36
Post at Kearney - 2nd at Townsend,36
Post at Kearney - Spear at Folsom,36
Adobe on Almaden - Adobe on Almaden,36
San Pedro Square - SJSU 4th at San Carlos,36
Washington at Kearny - 5th at Howard,36
Embarcadero at Folsom - 5th at Howard,36
Embarcadero at Folsom - Spear at Folsom,36
San Jose Civic Center - Adobe on Almaden,36
Embarcadero at Vallejo - Washington at Kearny,36
Mountain View City Hall - San Antonio Shopping Center,36
Broadway St at Battery St - Yerba Buena Center of the Arts (3rd @ Howard),36
Mechanics Plaza (Market at Battery) - Howard at 2nd,36
MLK Library - Adobe on Almaden,35
Ryland Park - MLK Library,35
St James Park - MLK Library,35
San Francisco City Hall - Post at Kearney,35
Commercial at Montgomery - Embarcadero at Vallejo,35
Broadway St at Battery St - Powell Street BART,35
Broadway St at Battery St - Washington at Kearny,35
Castro Street and El Camino Real - Mountain View City Hall,35
Mechanics Plaza (Market at Battery) - Beale at Market,35
2nd at Folsom - Davis at Jackson,34
Spear at Folsom - Grant Avenue at Columbus Avenue,34
San Jose City Hall - MLK Library,34
Golden Gate at Polk - Grant Avenue at Columbus Avenue,34
Washington at Kearny - Clay at Battery,34
Santa Clara at Almaden - San Jose Civic Center,34
San Mateo County Center - Stanford in Redwood City,34
Middlefield Light Rail Station - Mountain View Caltrain Station,34
San Jose Diridon Caltrain Station - Japantown,34
Mechanics Plaza (Market at Battery) - 5th at Howard,34
2nd at Folsom - Post at Kearney,33
Park at Olive - California Ave Caltrain Station,33
St James Park - St James Park,33
Market at 10th - Embarcadero at Bryant,33
Golden Gate at Polk - 2nd at Folsom,33
Washington at Kearny - South Van Ness at Market,33
2nd at Folsom - Beale at Market,32
Howard at 2nd - Davis at Jackson,32
Post at Kearny - Embarcadero at Folsom,32
Steuart at Market - Post at Kearney,32
Golden Gate at Polk - Commercial at Montgomery,32
Washington at Kearny - San Francisco City Hall,32
Embarcadero at Vallejo - Post at Kearny,32
Commercial at Montgomery - Clay at Battery,32
SJSU - San Salvador at 9th - San Jose City Hall,32
Yerba Buena Center of the Arts (3rd @ Howard) - South Van Ness at Market,32
Japantown - Arena Green / SAP Center,31
Clay at Battery - San Francisco Caltrain 2 (330 Townsend),31
Adobe on Almaden - St James Park,31
2nd at South Park - Washington at Kearny,31
2nd at South Park - Civic Center BART (7th at Market),31
Paseo de San Antonio - San Jose Civic Center,31
Embarcadero at Folsom - Market at 10th,31
Embarcadero at Folsom - Powell Street BART,31
SJSU 4th at San Carlos - MLK Library,31
SJSU 4th at San Carlos - San Pedro Square,31
San Francisco City Hall - Grant Avenue at Columbus Avenue,31
Broadway St at Battery St - Grant Avenue at Columbus Avenue,31
SJSU - San Salvador at 9th - St James Park,31
Yerba Buena Center of the Arts (3rd @ Howard) - Golden Gate at Polk,31
Yerba Buena Center of the Arts (3rd @ Howard) - Washington at Kearny,31
Japantown - San Salvador at 1st,30
2nd at Folsom - Harry Bridges Plaza (Ferry Building),30
5th at Howard - Post at Kearney,30
Howard at 2nd - Civic Center BART (7th at Market),30
Clay at Battery - Golden Gate at Polk,30
Post at Kearney - 2nd at Folsom,30
Embarcadero at Bryant - 5th at Howard,30
Embarcadero at Folsom - Post at Kearny,30
Embarcadero at Folsom - Washington at Kearny,30
San Jose Civic Center - SJSU - San Salvador at 9th,30
Redwood City Caltrain Station - Franklin at Maple,30
Beale at Market - Golden Gate at Polk,29
Clay at Battery - Townsend at 7th,29
Townsend at 7th - Post at Kearney,29
San Jose City Hall - San Salvador at 1st,29
SJSU 4th at San Carlos - Japantown,29
SJSU 4th at San Carlos - San Jose City Hall,29
San Francisco City Hall - Beale at Market,29
Redwood City Public Library - Redwood City Public Library,29
San Antonio Caltrain Station - Park at Olive,29
Redwood City Caltrain Station - San Mateo County Center,29
Howard at 2nd - Golden Gate at Polk,28
Post at Kearney - Commercial at Montgomery,28
Post at Kearney - Grant Avenue at Columbus Avenue,28
San Jose City Hall - Paseo de San Antonio,28
San Salvador at 1st - Arena Green / SAP Center,28
Paseo de San Antonio - MLK Library,28
San Jose Civic Center - Paseo de San Antonio,28
Embarcadero at Vallejo - Townsend at 7th,28
San Francisco City Hall - Clay at Battery,28
Broadway St at Battery St - Temporary Transbay Terminal (Howard at Beale),28
SJSU - San Salvador at 9th - Adobe on Almaden,28
SJSU - San Salvador at 9th - San Pedro Square,28
2nd at Folsom - Embarcadero at Vallejo,27
Market at 10th - San Francisco City Hall,27
Post at Kearney - Harry Bridges Plaza (Ferry Building),27
Spear at Folsom - Washington at Kearny,27
Adobe on Almaden - San Pedro Square,27
San Jose Civic Center - Japantown,27
San Jose Civic Center - San Jose City Hall,27
San Jose Civic Center - Arena Green / SAP Center,27
Washington at Kearney - Spear at Folsom,27
Embarcadero at Vallejo - Temporary Transbay Terminal (Howard at Beale),27
Commercial at Montgomery - San Francisco Caltrain 2 (330 Townsend),27
MLK Library - San Salvador at 1st,26
San Jose City Hall - Adobe on Almaden,26
Paseo de San Antonio - Arena Green / SAP Center,26
SJSU 4th at San Carlos - St James Park,26
Arena Green / SAP Center - San Jose Civic Center,26
Broadway St at Battery St - Market at 10th,26
Yerba Buena Center of the Arts (3rd @ Howard) - San Francisco City Hall,26
Clay at Battery - Davis at Jackson,25
Adobe on Almaden - Paseo de San Antonio,25
Market at Sansome - Post at Kearny,25
Embarcadero at Folsom - Powell at Post (Union Square),25
Washington at Kearney - Washington at Kearney,25
Santa Clara at Almaden - San Pedro Square,25
Mountain View City Hall - San Antonio Caltrain Station,25
SJSU - San Salvador at 9th - Japantown,25
SJSU - San Salvador at 9th - San Jose Civic Center,25
Redwood City Public Library - Redwood City Caltrain Station,25
Castro Street and El Camino Real - San Antonio Shopping Center,25
Mechanics Plaza (Market at Battery) - Golden Gate at Polk,25
Mechanics Plaza (Market at Battery) - San Francisco City Hall,25
Charleston Park/ North Bayshore Area - Mountain View Caltrain Station,25
Rengstorff Avenue / California Street - San Antonio Shopping Center,25
Ryland Park - Paseo de San Antonio,24
2nd at Folsom - San Francisco City Hall,24
St James Park - San Salvador at 1st,24
Davis at Jackson - South Van Ness at Market,24
Powell Street BART - Washington at Kearney,24
Paseo de San Antonio - SJSU 4th at San Carlos,24
San Jose Civic Center - San Salvador at 1st,24
San Jose Civic Center - SJSU 4th at San Carlos,24
Embarcadero at Vallejo - Golden Gate at Polk,24
Embarcadero at Vallejo - Commercial at Montgomery,24
San Francisco City Hall - Embarcadero at Vallejo,24
Mountain View Caltrain Station - Middlefield Light Rail Station,24
Japantown - SJSU 4th at San Carlos,23
MLK Library - SJSU 4th at San Carlos,23
Market at 4th - Post at Kearney,23
Post at Kearny - Embarcadero at Bryant,23
Spear at Folsom - Embarcadero at Folsom,23
Golden Gate at Polk - Embarcadero at Folsom,23
Washington at Kearny - Golden Gate at Polk,23
Washington at Kearny - Broadway St at Battery St,23
San Jose Civic Center - MLK Library,23
South Van Ness at Market - Embarcadero at Bryant,23
San Antonio Caltrain Station - Palo Alto Caltrain Station,23
Civic Center BART (7th at Market) - Post at Kearney,23
Howard at 2nd - Yerba Buena Center of the Arts (3rd @ Howard),22
Clay at Battery - South Van Ness at Market,22
Spear at Folsom - Civic Center BART (7th at Market),22
San Salvador at 1st - SJSU 4th at San Carlos,22
Washington at Kearney - Market at 4th,22
Embarcadero at Vallejo - Market at 10th,22
Arena Green / SAP Center - Adobe on Almaden,22
San Antonio Shopping Center - Rengstorff Avenue / California Street,22
California Ave Caltrain Station - San Antonio Caltrain Station,22
Grant Avenue at Columbus Avenue - Golden Gate at Polk,22
San Jose Diridon Caltrain Station - Santa Clara County Civic Center,22
Yerba Buena Center of the Arts (3rd @ Howard) - Davis at Jackson,22
MLK Library - Santa Clara at Almaden,21
Park at Olive - San Antonio Caltrain Station,21
Market at 10th - Post at Kearney,21
Post at Kearny - Golden Gate at Polk,21
Golden Gate at Polk - Washington at Kearny,21
Evelyn Park and Ride - Mountain View City Hall,21
Washington at Kearney - Powell Street BART,21
Embarcadero at Vallejo - Broadway St at Battery St,21
Embarcadero at Vallejo - Civic Center BART (7th at Market),21
SJSU 4th at San Carlos - San Jose Civic Center,21
San Mateo County Center - San Mateo County Center,21
Commercial at Montgomery - San Francisco City Hall,21
Beale at Market - Steuart at Market,20
Beale at Market - San Francisco City Hall,20
Clay at Battery - Washington at Kearny,20
Post at Kearney - Powell Street BART,20
Market at Sansome - Washington at Kearney,20
San Jose City Hall - St James Park,20
Embarcadero at Folsom - Civic Center BART (7th at Market),20
Washington at Kearney - San Francisco Caltrain (Townsend at 4th),20
SJSU 4th at San Carlos - Adobe on Almaden,20
Santa Clara at Almaden - Adobe on Almaden,20
University and Emerson - San Antonio Shopping Center,20
San Francisco City Hall - Washington at Kearny,20
Arena Green / SAP Center - St James Park,20
Arena Green / SAP Center - Paseo de San Antonio,20
San Antonio Shopping Center - University and Emerson,20
Santa Clara County Civic Center - Japantown,20
Mechanics Plaza (Market at Battery) - Washington at Kearney,20
Japantown - SJSU - San Salvador at 9th,19
Clay at Battery - Beale at Market,19
Post at Kearney - Temporary Transbay Terminal (Howard at Beale),19
Davis at Jackson - 5th at Howard,19
San Jose City Hall - SJSU - San Salvador at 9th,19
Golden Gate at Polk - Embarcadero at Bryant,19
Golden Gate at Polk - Embarcadero at Vallejo,19
San Salvador at 1st - Santa Clara at Almaden,19
Washington at Kearney - Harry Bridges Plaza (Ferry Building),19
Washington at Kearney - Temporary Transbay Terminal (Howard at Beale),19
Arena Green / SAP Center - San Salvador at 1st,19
Commercial at Montgomery - Townsend at 7th,19
SJSU - San Salvador at 9th - Santa Clara at Almaden,19
Japantown - San Jose Civic Center,18
Mezes Park - Mezes Park,18
Post at Kearny - San Francisco City Hall,18
Post at Kearney - Beale at Market,18
Post at Kearney - Davis at Jackson,18
Embarcadero at Folsom - Golden Gate at Polk,18
Embarcadero at Folsom - South Van Ness at Market,18
San Jose Civic Center - Ryland Park,18
SJSU 4th at San Carlos - Paseo de San Antonio,18
Arena Green / SAP Center - Japantown,18
Arena Green / SAP Center - Ryland Park,18
Commercial at Montgomery - 5th at Howard,18
Broadway St at Battery St - South Van Ness at Market,18
Santa Clara County Civic Center - Ryland Park,18
Park at Olive - Cowper at University,17
Post at Kearney - Washington at Kearney,17
San Jose City Hall - San Jose Civic Center,17
San Salvador at 1st - San Jose Civic Center,17
SJSU 4th at San Carlos - San Salvador at 1st,17
San Mateo County Center - Redwood City Medical Center,17
San Mateo County Center - Redwood City Caltrain Station,17
Broadway St at Battery St - 5th at Howard,17
Powell at Post (Union Square) - Post at Kearney,17
Grant Avenue at Columbus Avenue - Washington at Kearney,17
Market at 4th - Washington at Kearney,16
St James Park - Adobe on Almaden,16
Adobe on Almaden - MLK Library,16
San Pedro Square - Santa Clara at Almaden,16
Steuart at Market - Washington at Kearney,16
Washington at Kearney - Steuart at Market,16
Santa Clara at Almaden - MLK Library,16
Santa Clara at Almaden - San Jose City Hall,16
San Francisco City Hall - Davis at Jackson,16
San Francisco City Hall - Broadway St at Battery St,16
Powell at Post (Union Square) - Washington at Kearney,16
San Jose Diridon Caltrain Station - Arena Green / SAP Center,16
St James Park - San Jose City Hall,15
St James Park - SJSU - San Salvador at 9th,15
Post at Kearney - Howard at 2nd,15
Post at Kearney - Steuart at Market,15
Adobe on Almaden - San Jose City Hall,15
Davis at Jackson - Post at Kearney,15
Davis at Jackson - Yerba Buena Center of the Arts (3rd @ Howard),15
2nd at South Park - Golden Gate at Polk,15
Franklin at Maple - Franklin at Maple,15
San Salvador at 1st - Ryland Park,15
Embarcadero at Bryant - Washington at Kearney,15
Commercial at Montgomery - Post at Kearney,15
Mountain View Caltrain Station - Park at Olive,15
Charleston Park/ North Bayshore Area - Mountain View City Hall,15
Ryland Park - St James Park,14
Ryland Park - San Jose City Hall,14
St James Park - Ryland Park,14
St James Park - Santa Clara at Almaden,14
Post at Kearny - Market at Sansome,14
Kaiser Hospital - Redwood City Caltrain Station,14
Post at Kearney - Embarcadero at Bryant,14
Adobe on Almaden - San Jose Civic Center,14
Golden Gate at Polk - 5th St at Folsom St,14
San Jose Civic Center - St James Park,14
Washington at Kearney - 2nd at Townsend,14
San Francisco City Hall - Spear at Folsom,14
Arena Green / SAP Center - MLK Library,14
Arena Green / SAP Center - San Jose City Hall,14
Ryland Park - Santa Clara at Almaden,13
2nd at Folsom - Broadway St at Battery St,13
Clay at Battery - Post at Kearney,13
Post at Kearney - Clay at Battery,13
Post at Kearney - Post at Kearney,13
Post at Kearney - San Francisco City Hall,13
San Jose City Hall - Santa Clara at Almaden,13
Washington at Kearny - Commercial at Montgomery,13
Embarcadero at Bryant - Post at Kearney,13
Washington at Kearney - Embarcadero at Bryant,13
Washington at Kearney - Powell at Post (Union Square),13
Yerba Buena Center of the Arts (3rd @ Howard) - Post at Kearney,13
MLK Library - Ryland Park,12
MLK Library - Arena Green / SAP Center,12
2nd at Folsom - Golden Gate at Polk,12
Howard at 2nd - San Francisco City Hall,12
St James Park - San Jose Civic Center,12
St James Park - Santa Clara County Civic Center,12
Post at Kearney - Mechanics Plaza (Market at Battery),12
Adobe on Almaden - Santa Clara at Almaden,12
San Jose City Hall - SJSU 4th at San Carlos,12
5th St at Folsom St - San Francisco Caltrain (Townsend at 4th),12
Washington at Kearney - Civic Center BART (7th at Market),12
Washington at Kearney - Yerba Buena Center of the Arts (3rd @ Howard),12
San Francisco City Hall - Temporary Transbay Terminal (Howard at Beale),12
Arena Green / SAP Center - SJSU - San Salvador at 9th,12
Commercial at Montgomery - Golden Gate at Polk,12
Santa Clara County Civic Center - St James Park,12
Castro Street and El Camino Real - Evelyn Park and Ride,12
San Francisco Caltrain (Townsend at 4th) - Washington at Kearney,12
Yerba Buena Center of the Arts (3rd @ Howard) - Washington at Kearney,12
5th at Howard - Washington at Kearney,11
Howard at 2nd - Post at Kearney,11
Adobe on Almaden - Arena Green / SAP Center,11
Washington at Kearney - Clay at Battery,11
Washington at Kearney - Market at Sansome,11
Washington at Kearney - South Van Ness at Market,11
Embarcadero at Vallejo - Washington at Kearney,11
SJSU 4th at San Carlos - Arena Green / SAP Center,11
Santa Clara at Almaden - SJSU - San Salvador at 9th,11
San Francisco City Hall - Embarcadero at Folsom,11
San Mateo County Center - Redwood City Public Library,11
Palo Alto Caltrain Station - San Antonio Caltrain Station,11
California Ave Caltrain Station - San Antonio Shopping Center,11
San Jose Diridon Caltrain Station - S. Market St at Park Ave,11
Post at Kearney - 5th at Howard,10
Post at Kearney - Market at 4th,10
Davis at Jackson - Golden Gate at Polk,10
Davis at Jackson - Washington at Kearney,10
San Jose City Hall - Arena Green / SAP Center,10
5th St at Folsom St - Mechanics Plaza (Market at Battery),10
5th St at Folsom St - San Francisco Caltrain 2 (330 Townsend),10
San Jose Civic Center - Santa Clara County Civic Center,10
Washington at Kearney - 2nd at Folsom,10
Washington at Kearney - Howard at 2nd,10
Santa Clara at Almaden - Ryland Park,10
Santa Clara at Almaden - San Salvador at 1st,10
Commercial at Montgomery - Washington at Kearny,10
Stanford in Redwood City - Stanford in Redwood City,10
Redwood City Public Library - San Mateo County Center,10
Redwood City Public Library - Stanford in Redwood City,10
San Antonio Shopping Center - Park at Olive,10
Charleston Park/ North Bayshore Area - San Antonio Caltrain Station,10
Japantown - Santa Clara at Almaden,9
Ryland Park - SJSU 4th at San Carlos,9
Post at Kearney - Powell at Post (Union Square),9
Post at Kearney - Civic Center BART (7th at Market),9
Post at Kearney - San Francisco Caltrain 2 (330 Townsend),9
Golden Gate at Polk - Washington at Kearney,9
Embarcadero at Bryant - Golden Gate at Polk,9
Washington at Kearney - Beale at Market,9
Washington at Kearney - Townsend at 7th,9
Embarcadero at Vallejo - San Francisco City Hall,9
San Francisco City Hall - Embarcadero at Bryant,9
Palo Alto Caltrain Station - Redwood City Caltrain Station,9
Santa Clara County Civic Center - San Pedro Square,9
Santa Clara County Civic Center - SJSU - San Salvador at 9th,9
San Francisco Caltrain 2 (330 Townsend) - 5th St at Folsom St,9
Ryland Park - San Salvador at 1st,8
2nd at Folsom - Washington at Kearny,8
Park at Olive - Mountain View Caltrain Station,8
Market at 10th - Washington at Kearney,8
Post at Kearney - Yerba Buena Center of the Arts (3rd @ Howard),8
Adobe on Almaden - Ryland Park,8
Davis at Jackson - San Francisco City Hall,8
San Jose City Hall - Ryland Park,8
Embarcadero at Folsom - San Francisco City Hall,8
Washington at Kearney - 5th at Howard,8
SJSU 4th at San Carlos - Ryland Park,8
Santa Clara at Almaden - St James Park,8
S. Market St at Park Ave - S. Market St at Park Ave,8
Broadway St at Battery St - San Francisco City Hall,8
SJSU - San Salvador at 9th - Arena Green / SAP Center,8
SJSU - San Salvador at 9th - Santa Clara County Civic Center,8
5th S at E. San Salvador St - Stanford in Redwood City,8
San Antonio Caltrain Station - University and Emerson,8
Rengstorff Avenue / California Street - Park at Olive,8
San Francisco Caltrain 2 (330 Townsend) - Washington at Kearney,8
Park at Olive - San Antonio Shopping Center,7
Beale at Market - Post at Kearney,7
Post at Kearney - Embarcadero at Folsom,7
Post at Kearney - South Van Ness at Market,7
Townsend at 7th - Washington at Kearney,7
Adobe on Almaden - San Salvador at 1st,7
Powell Street BART - 5th St at Folsom St,7
