trip_name,counts
Clay at Battery - Clay at Battery,165
Civic Center BART (7th at Market) - Golden Gate at Polk,165
Yerba Buena Center of the Arts (3rd @ Howard) - Commercial at Montgomery,165
Spear at Folsom - Embarcadero at Bryant,164
Davis at Jackson - Embarcadero at Folsom,164
Embarcadero at Sansome - Golden Gate at Polk,164
Market at 10th - 2nd at Folsom,163
Powell at Post (Union Square) - 2nd at South Park,163
Washington at Kearny - San Francisco Caltrain 2 (330 Townsend),161
Embarcadero at Folsom - Embarcadero at Bryant,160
2nd at South Park - Townsend at 7th,159
South Van Ness at Market - South Van Ness at Market,159
Powell at Post (Union Square) - San Francisco Caltrain 2 (330 Townsend),159
Temporary Transbay Terminal (Howard at Beale) - Harry Bridges Plaza (Ferry Building),159
Market at 10th - Embarcadero at Sansome,158
Market at Sansome - Yerba Buena Center of the Arts (3rd @ Howard),158
Powell Street BART - 2nd at Townsend,158
Embarcadero at Sansome - 2nd at South Park,158
Temporary Transbay Terminal (Howard at Beale) - Yerba Buena Center of the Arts (3rd @ Howard),158
Embarcadero at Sansome - Post at Kearny,157
Embarcadero at Sansome - Broadway St at Battery St,157
Santa Clara at Almaden - SJSU 4th at San Carlos,156
Golden Gate at Polk - Steuart at Market,155
Howard at 2nd - Embarcadero at Folsom,154
San Pedro Square - Santa Clara County Civic Center,154
Harry Bridges Plaza (Ferry Building) - Clay at Battery,154
Yerba Buena Center of the Arts (3rd @ Howard) - Steuart at Market,154
Steuart at Market - Temporary Transbay Terminal (Howard at Beale),153
Powell Street BART - Grant Avenue at Columbus Avenue,153
Embarcadero at Folsom - Market at Sansome,153
San Francisco City Hall - Market at 4th,153
Harry Bridges Plaza (Ferry Building) - Washington at Kearny,153
2nd at South Park - 5th at Howard,152
Mechanics Plaza (Market at Battery) - Harry Bridges Plaza (Ferry Building),152
Post at Kearny - Embarcadero at Sansome,151
Golden Gate at Polk - Embarcadero at Sansome,151
San Francisco City Hall - Commercial at Montgomery,151
Broadway St at Battery St - Spear at Folsom,151
Grant Avenue at Columbus Avenue - Civic Center BART (7th at Market),151
Spear at Folsom - Embarcadero at Sansome,150
Townsend at 7th - Commercial at Montgomery,150
Davis at Jackson - Beale at Market,150
Powell Street BART - Golden Gate at Polk,150
Golden Gate at Polk - San Francisco Caltrain (Townsend at 4th),150
Yerba Buena Center of the Arts (3rd @ Howard) - San Francisco Caltrain 2 (330 Townsend),149
Market at 10th - 2nd at South Park,148
Embarcadero at Bryant - 2nd at Folsom,148
Embarcadero at Folsom - Embarcadero at Folsom,148
Embarcadero at Sansome - Howard at 2nd,148
5th at Howard - 5th at Howard,147
Spear at Folsom - Harry Bridges Plaza (Ferry Building),147
San Francisco City Hall - Market at Sansome,147
Powell at Post (Union Square) - Beale at Market,147
Market at 4th - 5th at Howard,146
Post at Kearny - 2nd at South Park,146
2nd at South Park - Embarcadero at Folsom,146
2nd at South Park - Powell at Post (Union Square),146
Market at Sansome - Harry Bridges Plaza (Ferry Building),146
Powell Street BART - Howard at 2nd,146
Powell Street BART - Powell at Post (Union Square),145
University and Emerson - California Ave Caltrain Station,145
2nd at Folsom - Market at 4th,144
Market at 10th - Howard at 2nd,144
Clay at Battery - Market at 4th,144
2nd at South Park - Steuart at Market,144
Grant Avenue at Columbus Avenue - Temporary Transbay Terminal (Howard at Beale),144
Howard at 2nd - 2nd at Folsom,143
Market at 10th - Steuart at Market,143
Golden Gate at Polk - Market at 4th,143
Mechanics Plaza (Market at Battery) - Mechanics Plaza (Market at Battery),143
Market at 10th - Commercial at Montgomery,142
Beale at Market - Washington at Kearny,142
Temporary Transbay Terminal (Howard at Beale) - Howard at 2nd,142
Market at 4th - Embarcadero at Folsom,141
Spear at Folsom - Market at 10th,141
Spear at Folsom - Beale at Market,141
Embarcadero at Folsom - Steuart at Market,141
San Francisco Caltrain 2 (330 Townsend) - San Francisco City Hall,141
Clay at Battery - 2nd at South Park,140
San Francisco Caltrain (Townsend at 4th) - Grant Avenue at Columbus Avenue,140
2nd at Townsend - Powell at Post (Union Square),139
Spear at Folsom - Spear at Folsom,139
Broadway St at Battery St - 2nd at Townsend,139
Powell at Post (Union Square) - Market at 10th,139
Yerba Buena Center of the Arts (3rd @ Howard) - Townsend at 7th,139
2nd at Folsom - Clay at Battery,138
5th at Howard - Market at 4th,138
Mechanics Plaza (Market at Battery) - San Francisco Caltrain (Townsend at 4th),138
Market at 4th - Embarcadero at Bryant,137
5th at Howard - Steuart at Market,136
Howard at 2nd - Spear at Folsom,136
Embarcadero at Sansome - Commercial at Montgomery,136
South Van Ness at Market - 5th at Howard,135
Broadway St at Battery St - Beale at Market,135
Grant Avenue at Columbus Avenue - Spear at Folsom,135
Grant Avenue at Columbus Avenue - Davis at Jackson,135
Broadway St at Battery St - Mechanics Plaza (Market at Battery),134
Civic Center BART (7th at Market) - Civic Center BART (7th at Market),134
Clay at Battery - Broadway St at Battery St,133
Townsend at 7th - Embarcadero at Folsom,133
Embarcadero at Folsom - Beale at Market,133
Embarcadero at Vallejo - 2nd at Townsend,133
Civic Center BART (7th at Market) - Clay at Battery,133
5th at Howard - Harry Bridges Plaza (Ferry Building),132
Howard at 2nd - Townsend at 7th,132
Davis at Jackson - Steuart at Market,132
San Pedro Square - St James Park,132
Steuart at Market - Powell at Post (Union Square),132
Golden Gate at Polk - Market at 10th,132
Powell at Post (Union Square) - Market at Sansome,132
5th at Howard - Mechanics Plaza (Market at Battery),131
Townsend at 7th - Beale at Market,131
Davis at Jackson - Harry Bridges Plaza (Ferry Building),131
Civic Center BART (7th at Market) - 2nd at Folsom,131
Market at 4th - San Francisco City Hall,130
Beale at Market - 2nd at Folsom,130
Washington at Kearny - Market at 10th,130
Washington at Kearny - Steuart at Market,130
Commercial at Montgomery - Spear at Folsom,130
Yerba Buena Center of the Arts (3rd @ Howard) - Howard at 2nd,130
Embarcadero at Vallejo - Embarcadero at Bryant,129
Yerba Buena Center of the Arts (3rd @ Howard) - Market at 10th,129
5th at Howard - 2nd at Townsend,128
Townsend at 7th - Embarcadero at Vallejo,128
Santa Clara at Almaden - Santa Clara at Almaden,128
Market at 4th - Golden Gate at Polk,126
Market at 4th - Washington at Kearny,126
Commercial at Montgomery - Powell at Post (Union Square),126
South Van Ness at Market - Commercial at Montgomery,126
Broadway St at Battery St - Harry Bridges Plaza (Ferry Building),126
San Jose Diridon Caltrain Station - SJSU 4th at San Carlos,126
Mechanics Plaza (Market at Battery) - Steuart at Market,126
San Francisco Caltrain 2 (330 Townsend) - San Francisco Caltrain 2 (330 Townsend),126
Market at 4th - Davis at Jackson,125
2nd at South Park - Beale at Market,125
Civic Center BART (7th at Market) - Yerba Buena Center of the Arts (3rd @ Howard),125
5th at Howard - Spear at Folsom,124
2nd at Townsend - Market at 10th,124
Powell Street BART - Market at 4th,124
Washington at Kearny - Market at Sansome,124
Market at 10th - South Van Ness at Market,123
2nd at South Park - Mechanics Plaza (Market at Battery),123
Washington at Kearny - Civic Center BART (7th at Market),123
Embarcadero at Bryant - Howard at 2nd,123
Mechanics Plaza (Market at Battery) - Embarcadero at Vallejo,123
2nd at Folsom - San Francisco Caltrain 2 (330 Townsend),122
Clay at Battery - 2nd at Townsend,122
Golden Gate at Polk - 5th at Howard,122
Commercial at Montgomery - Post at Kearny,122
California Ave Caltrain Station - California Ave Caltrain Station,122
Civic Center BART (7th at Market) - Beale at Market,122
Civic Center BART (7th at Market) - 2nd at South Park,122
Franklin at Maple - Redwood City Caltrain Station,121
Powell Street BART - Clay at Battery,121
South Van Ness at Market - 2nd at South Park,121
Broadway St at Battery St - Post at Kearny,121
Powell at Post (Union Square) - Clay at Battery,121
Harry Bridges Plaza (Ferry Building) - Grant Avenue at Columbus Avenue,121
5th at Howard - South Van Ness at Market,120
Townsend at 7th - Clay at Battery,120
San Francisco Caltrain (Townsend at 4th) - Washington at Kearny,120
Howard at 2nd - Commercial at Montgomery,119
Post at Kearny - 2nd at Townsend,119
2nd at Townsend - Post at Kearny,119
Spear at Folsom - Davis at Jackson,119
2nd at South Park - Spear at Folsom,119
2nd at South Park - Harry Bridges Plaza (Ferry Building),119
Powell Street BART - Washington at Kearny,119
Embarcadero at Sansome - Yerba Buena Center of the Arts (3rd @ Howard),119
Powell at Post (Union Square) - 2nd at Folsom,119
2nd at Folsom - 2nd at South Park,118
Post at Kearny - San Francisco Caltrain (Townsend at 4th),118
Commercial at Montgomery - Grant Avenue at Columbus Avenue,118
Powell at Post (Union Square) - Yerba Buena Center of the Arts (3rd @ Howard),118
Redwood City Caltrain Station - Kaiser Hospital,118
5th at Howard - Broadway St at Battery St,117
Beale at Market - 2nd at South Park,117
Powell Street BART - Embarcadero at Vallejo,117
Harry Bridges Plaza (Ferry Building) - Civic Center BART (7th at Market),117
2nd at Folsom - 5th at Howard,116
Market at 4th - Powell Street BART,116
Beale at Market - San Francisco Caltrain 2 (330 Townsend),116
Davis at Jackson - Temporary Transbay Terminal (Howard at Beale),116
Steuart at Market - Davis at Jackson,116
Embarcadero at Sansome - 5th at Howard,116
Grant Avenue at Columbus Avenue - 2nd at Folsom,116
Market at 10th - Golden Gate at Polk,115
Beale at Market - Market at 10th,115
Arena Green / SAP Center - Arena Green / SAP Center,115
Grant Avenue at Columbus Avenue - Powell Street BART,115
San Jose Diridon Caltrain Station - San Salvador at 1st,115
Market at 4th - Yerba Buena Center of the Arts (3rd @ Howard),114
Market at Sansome - Washington at Kearny,114
Commercial at Montgomery - Beale at Market,114
5th at Howard - Washington at Kearny,113
Steuart at Market - South Van Ness at Market,113
Embarcadero at Bryant - 2nd at South Park,113
Mountain View City Hall - Mountain View City Hall,113
Civic Center BART (7th at Market) - Davis at Jackson,113
5th at Howard - Powell Street BART,112
Spear at Folsom - Clay at Battery,112
Spear at Folsom - Yerba Buena Center of the Arts (3rd @ Howard),112
Broadway St at Battery St - Market at 4th,112
Embarcadero at Vallejo - Market at 4th,111
Powell at Post (Union Square) - Townsend at 7th,111
Mechanics Plaza (Market at Battery) - 2nd at South Park,111
Yerba Buena Center of the Arts (3rd @ Howard) - Beale at Market,111
Ryland Park - San Pedro Square,110
Embarcadero at Sansome - 2nd at Folsom,110
Commercial at Montgomery - Embarcadero at Folsom,110
South Van Ness at Market - Beale at Market,110
Powell at Post (Union Square) - 2nd at Townsend,110
California Ave Caltrain Station - University and Emerson,110
Grant Avenue at Columbus Avenue - Howard at 2nd,110
Civic Center BART (7th at Market) - Post at Kearny,110
5th at Howard - Embarcadero at Folsom,109
Howard at 2nd - Powell at Post (Union Square),109
Beale at Market - Clay at Battery,109
Clay at Battery - Market at Sansome,109
Clay at Battery - Temporary Transbay Terminal (Howard at Beale),109
San Pedro Square - Ryland Park,109
Market at Sansome - Steuart at Market,109
San Francisco City Hall - San Francisco City Hall,109
South Van Ness at Market - Spear at Folsom,109
Temporary Transbay Terminal (Howard at Beale) - Temporary Transbay Terminal (Howard at Beale),109
Market at 10th - 2nd at Townsend,108
Spear at Folsom - Temporary Transbay Terminal (Howard at Beale),108
Powell Street BART - Post at Kearny,108
Washington at Kearny - San Francisco Caltrain (Townsend at 4th),108
Embarcadero at Sansome - Townsend at 7th,108
Mechanics Plaza (Market at Battery) - Washington at Kearny,108
Post at Kearny - Grant Avenue at Columbus Avenue,107
Beale at Market - Powell Street BART,107
Embarcadero at Sansome - Market at 10th,107
Mezes Park - Redwood City Caltrain Station,106
2nd at Folsom - 2nd at Folsom,106
Beale at Market - Beale at Market,106
Davis at Jackson - Post at Kearny,106
Golden Gate at Polk - Spear at Folsom,106
San Antonio Caltrain Station - Mountain View Caltrain Station,106
Grant Avenue at Columbus Avenue - Market at 10th,106
5th at Howard - Post at Kearny,105
Howard at 2nd - San Francisco Caltrain 2 (330 Townsend),105
St James Park - San Pedro Square,105
Post at Kearny - Powell at Post (Union Square),105
2nd at Townsend - Powell Street BART,105
Clay at Battery - Grant Avenue at Columbus Avenue,105
2nd at South Park - 2nd at Townsend,105
Steuart at Market - Grant Avenue at Columbus Avenue,105
Howard at 2nd - Clay at Battery,104
Davis at Jackson - Grant Avenue at Columbus Avenue,104
Powell Street BART - Spear at Folsom,104
Embarcadero at Folsom - 2nd at Folsom,104
Embarcadero at Folsom - Commercial at Montgomery,104
Market at Sansome - Davis at Jackson,103
Mechanics Plaza (Market at Battery) - Spear at Folsom,103
5th at Howard - Civic Center BART (7th at Market),102
Howard at 2nd - Market at 10th,102
Clay at Battery - Spear at Folsom,102
Davis at Jackson - Embarcadero at Bryant,102
Powell Street BART - Temporary Transbay Terminal (Howard at Beale),102
Golden Gate at Polk - 2nd at South Park,102
South Van Ness at Market - 2nd at Townsend,102
Grant Avenue at Columbus Avenue - Yerba Buena Center of the Arts (3rd @ Howard),102
Howard at 2nd - Howard at 2nd,101
Davis at Jackson - 2nd at South Park,101
South Van Ness at Market - Powell at Post (Union Square),101
Civic Center BART (7th at Market) - Temporary Transbay Terminal (Howard at Beale),101
Spear at Folsom - Embarcadero at Vallejo,100
Davis at Jackson - 2nd at Folsom,100
Market at Sansome - Powell at Post (Union Square),100
Steuart at Market - Civic Center BART (7th at Market),100
Embarcadero at Bryant - Yerba Buena Center of the Arts (3rd @ Howard),100
Broadway St at Battery St - Davis at Jackson,100
2nd at South Park - Commercial at Montgomery,99
Market at Sansome - Beale at Market,99
Golden Gate at Polk - Civic Center BART (7th at Market),99
Embarcadero at Folsom - Davis at Jackson,99
Civic Center BART (7th at Market) - 2nd at Townsend,99
San Francisco Caltrain 2 (330 Townsend) - Washington at Kearny,99
San Pedro Square - San Pedro Square,98
Commercial at Montgomery - Market at 4th,98
Harry Bridges Plaza (Ferry Building) - South Van Ness at Market,98
Yerba Buena Center of the Arts (3rd @ Howard) - 2nd at Folsom,97
Japantown - Japantown,96
2nd at Townsend - 5th at Howard,96
San Pedro Square - Paseo de San Antonio,96
Embarcadero at Folsom - Market at 4th,96
Commercial at Montgomery - Commercial at Montgomery,96
Grant Avenue at Columbus Avenue - Commercial at Montgomery,96
Grant Avenue at Columbus Avenue - Mechanics Plaza (Market at Battery),96
Davis at Jackson - Embarcadero at Vallejo,95
Golden Gate at Polk - Beale at Market,95
Washington at Kearny - Harry Bridges Plaza (Ferry Building),95
South Van Ness at Market - Harry Bridges Plaza (Ferry Building),95
San Antonio Shopping Center - Mountain View Caltrain Station,95
Ryland Park - Japantown,94
5th at Howard - Clay at Battery,94
Powell Street BART - Davis at Jackson,94
University and Emerson - Cowper at University,94
South Van Ness at Market - Steuart at Market,94
Japantown - MLK Library,93
Post at Kearny - Commercial at Montgomery,93
Townsend at 7th - Embarcadero at Sansome,93
Davis at Jackson - San Francisco Caltrain 2 (330 Townsend),93
Civic Center BART (7th at Market) - Howard at 2nd,93
Civic Center BART (7th at Market) - Embarcadero at Folsom,93
San Jose Diridon Caltrain Station - San Jose Diridon Caltrain Station,93
Mechanics Plaza (Market at Battery) - Post at Kearny,93
San Pedro Square - Japantown,92
2nd at South Park - Embarcadero at Sansome,92
Steuart at Market - Commercial at Montgomery,91
Embarcadero at Vallejo - Market at Sansome,91
Powell at Post (Union Square) - Civic Center BART (7th at Market),91
San Francisco Caltrain (Townsend at 4th) - Post at Kearney,91
Temporary Transbay Terminal (Howard at Beale) - Powell at Post (Union Square),91
Market at Sansome - 5th at Howard,90
Golden Gate at Polk - South Van Ness at Market,90
Embarcadero at Folsom - Harry Bridges Plaza (Ferry Building),90
South Van Ness at Market - Golden Gate at Polk,90
Powell at Post (Union Square) - Embarcadero at Vallejo,90
Howard at 2nd - Market at Sansome,89
San Salvador at 1st - Paseo de San Antonio,89
San Jose Diridon Caltrain Station - SJSU - San Salvador at 9th,89
2nd at Folsom - Powell at Post (Union Square),88
Market at 10th - Spear at Folsom,88
Post at Kearny - Townsend at 7th,88
Market at Sansome - Temporary Transbay Terminal (Howard at Beale),88
Steuart at Market - Golden Gate at Polk,88
San Francisco City Hall - San Francisco Caltrain (Townsend at 4th),88
South Van Ness at Market - Grant Avenue at Columbus Avenue,88
Temporary Transbay Terminal (Howard at Beale) - Spear at Folsom,88
Spear at Folsom - Howard at 2nd,87
Powell Street BART - Embarcadero at Folsom,87
Powell at Post (Union Square) - Powell Street BART,87
Powell at Post (Union Square) - Temporary Transbay Terminal (Howard at Beale),87
Civic Center BART (7th at Market) - Harry Bridges Plaza (Ferry Building),87
Yerba Buena Center of the Arts (3rd @ Howard) - Mechanics Plaza (Market at Battery),87
MLK Library - MLK Library,86
Clay at Battery - Post at Kearny,86
Davis at Jackson - Townsend at 7th,86
Cowper at University - University and Emerson,86
Mechanics Plaza (Market at Battery) - Embarcadero at Bryant,86
Golden Gate at Polk - Post at Kearny,85
Washington at Kearny - 2nd at Townsend,85
Washington at Kearny - Mechanics Plaza (Market at Battery),85
Broadway St at Battery St - San Francisco Caltrain 2 (330 Townsend),85
Mountain View Caltrain Station - Charleston Park/ North Bayshore Area,85
Grant Avenue at Columbus Avenue - San Francisco City Hall,85
Civic Center BART (7th at Market) - Commercial at Montgomery,85
5th at Howard - Embarcadero at Vallejo,84
Howard at 2nd - Powell Street BART,84
San Pedro Square - Arena Green / SAP Center,84
Market at Sansome - Embarcadero at Vallejo,84
Powell Street BART - Broadway St at Battery St,84
Temporary Transbay Terminal (Howard at Beale) - Steuart at Market,84
Post at Kearny - Harry Bridges Plaza (Ferry Building),83
University and Emerson - Park at Olive,83
Arena Green / SAP Center - San Pedro Square,83
Commercial at Montgomery - Powell Street BART,83
Palo Alto Caltrain Station - Stanford in Redwood City,83
Powell at Post (Union Square) - 5th at Howard,83
Howard at 2nd - Harry Bridges Plaza (Ferry Building),82
Post at Kearny - Steuart at Market,82
Clay at Battery - Powell at Post (Union Square),82
Townsend at 7th - San Francisco City Hall,82
Steuart at Market - Clay at Battery,82
Evelyn Park and Ride - Evelyn Park and Ride,82
South Van Ness at Market - Post at Kearney,82
Broadway St at Battery St - Embarcadero at Bryant,82
Powell at Post (Union Square) - Spear at Folsom,82
Mechanics Plaza (Market at Battery) - Powell Street BART,82
St James Park - SJSU 4th at San Carlos,81
St James Park - Arena Green / SAP Center,81
Clay at Battery - Powell Street BART,81
Washington at Kearney - Embarcadero at Folsom,81
Embarcadero at Vallejo - Howard at 2nd,81
South Van Ness at Market - Market at 10th,81
South Van Ness at Market - San Francisco City Hall,81
Grant Avenue at Columbus Avenue - Embarcadero at Vallejo,81
Embarcadero at Folsom - Howard at 2nd,80
Embarcadero at Folsom - Temporary Transbay Terminal (Howard at Beale),80
San Francisco City Hall - Powell at Post (Union Square),80
Powell at Post (Union Square) - Washington at Kearny,80
Castro Street and El Camino Real - Castro Street and El Camino Real,80
Yerba Buena Center of the Arts (3rd @ Howard) - Powell at Post (Union Square),80
Yerba Buena Center of the Arts (3rd @ Howard) - Harry Bridges Plaza (Ferry Building),80
Mezes - Redwood City Caltrain Station,79
Japantown - St James Park,79
Market at 10th - Harry Bridges Plaza (Ferry Building),79
Beale at Market - Harry Bridges Plaza (Ferry Building),79
Townsend at 7th - Golden Gate at Polk,79
San Jose City Hall - San Jose Diridon Caltrain Station,79
San Salvador at 1st - San Salvador at 1st,79
Paseo de San Antonio - San Salvador at 1st,79
Paseo de San Antonio - Paseo de San Antonio,79
Washington at Kearny - 2nd at Folsom,79
Washington at Kearny - Washington at Kearny,79
Powell at Post (Union Square) - Post at Kearny,79
Mechanics Plaza (Market at Battery) - Grant Avenue at Columbus Avenue,79
Market at 4th - Powell at Post (Union Square),78
2nd at South Park - Clay at Battery,78
Golden Gate at Polk - Golden Gate at Polk,78
Embarcadero at Folsom - Mechanics Plaza (Market at Battery),78
Redwood City Medical Center - Redwood City Caltrain Station,78
Post at Kearny - 2nd at Folsom,77
Post at Kearny - Civic Center BART (7th at Market),77
Cowper at University - Cowper at University,77
Paseo de San Antonio - Japantown,77
Embarcadero at Vallejo - San Francisco Caltrain (Townsend at 4th),77
Redwood City Caltrain Station - Redwood City Caltrain Station,77
Grant Avenue at Columbus Avenue - Post at Kearney,77
2nd at Folsom - Spear at Folsom,76
2nd at Folsom - Grant Avenue at Columbus Avenue,76
Howard at 2nd - 5th at Howard,76
Post at Kearny - Howard at 2nd,76
Post at Kearny - Mechanics Plaza (Market at Battery),76
2nd at South Park - Powell Street BART,76
SJSU 4th at San Carlos - San Jose Diridon Caltrain Station,76
SJSU - San Salvador at 9th - MLK Library,76
Powell at Post (Union Square) - Golden Gate at Polk,76
Yerba Buena Center of the Arts (3rd @ Howard) - Embarcadero at Bryant,76
Beale at Market - Grant Avenue at Columbus Avenue,75
2nd at South Park - Grant Avenue at Columbus Avenue,75
Market at Sansome - Spear at Folsom,75
Golden Gate at Polk - Mechanics Plaza (Market at Battery),75
Golden Gate at Polk - Yerba Buena Center of the Arts (3rd @ Howard),75
Broadway St at Battery St - Broadway St at Battery St,75
Civic Center BART (7th at Market) - Embarcadero at Vallejo,75
Mechanics Plaza (Market at Battery) - Clay at Battery,75
Harry Bridges Plaza (Ferry Building) - Golden Gate at Polk,75
Yerba Buena Center of the Arts (3rd @ Howard) - Grant Avenue at Columbus Avenue,75
Market at 10th - Grant Avenue at Columbus Avenue,74
Beale at Market - Embarcadero at Folsom,74
Post at Kearny - Broadway St at Battery St,73
2nd at Townsend - Grant Avenue at Columbus Avenue,73
Clay at Battery - Mechanics Plaza (Market at Battery),73
Golden Gate at Polk - Temporary Transbay Terminal (Howard at Beale),73
Cowper at University - California Ave Caltrain Station,73
San Jose Civic Center - San Pedro Square,73
Commercial at Montgomery - 2nd at Townsend,73
Powell at Post (Union Square) - Market at 4th,73
Mountain View Caltrain Station - Rengstorff Avenue / California Street,73
5th at Howard - Beale at Market,72
Market at 10th - Broadway St at Battery St,72
Beale at Market - Powell at Post (Union Square),72
Clay at Battery - Howard at 2nd,72
Civic Center BART (7th at Market) - Spear at Folsom,72
Grant Avenue at Columbus Avenue - San Francisco Caltrain 2 (330 Townsend),71
Civic Center BART (7th at Market) - Grant Avenue at Columbus Avenue,71
Mechanics Plaza (Market at Battery) - Market at 10th,71
Harry Bridges Plaza (Ferry Building) - Post at Kearney,71
Harry Bridges Plaza (Ferry Building) - San Francisco City Hall,71
Yerba Buena Center of the Arts (3rd @ Howard) - Post at Kearny,71
Townsend at 7th - Mechanics Plaza (Market at Battery),70
Davis at Jackson - Clay at Battery,70
San Jose City Hall - San Jose City Hall,70
San Francisco City Hall - Mechanics Plaza (Market at Battery),70
South Van Ness at Market - Embarcadero at Folsom,70
Mountain View Caltrain Station - San Antonio Caltrain Station,70
Golden Gate at Polk - Powell at Post (Union Square),69
Embarcadero at Vallejo - Clay at Battery,69
San Francisco City Hall - Harry Bridges Plaza (Ferry Building),69
Commercial at Montgomery - Mechanics Plaza (Market at Battery),69
South Van Ness at Market - Broadway St at Battery St,69
Mechanics Plaza (Market at Battery) - Embarcadero at Folsom,69
Mechanics Plaza (Market at Battery) - Powell at Post (Union Square),69
Rengstorff Avenue / California Street - Rengstorff Avenue / California Street,69
San Francisco Caltrain 2 (330 Townsend) - Grant Avenue at Columbus Avenue,69
Howard at 2nd - Embarcadero at Bryant,68
Clay at Battery - Embarcadero at Folsom,68
Clay at Battery - Yerba Buena Center of the Arts (3rd @ Howard),68
Spear at Folsom - 5th at Howard,68
Paseo de San Antonio - SJSU - San Salvador at 9th,68
Washington at Kearny - Powell at Post (Union Square),68
Howard at 2nd - Embarcadero at Vallejo,67
Steuart at Market - Beale at Market,67
Embarcadero at Bryant - Post at Kearny,67
Embarcadero at Vallejo - Davis at Jackson,67
Commercial at Montgomery - Broadway St at Battery St,67
Grant Avenue at Columbus Avenue - Embarcadero at Bryant,67
Yerba Buena Center of the Arts (3rd @ Howard) - Clay at Battery,67
Howard at 2nd - Beale at Market,66
Park at Olive - Palo Alto Caltrain Station,66
Post at Kearny - Clay at Battery,66
Davis at Jackson - Market at 10th,66
Paseo de San Antonio - San Pedro Square,66
Embarcadero at Bryant - Grant Avenue at Columbus Avenue,66
South Van Ness at Market - Clay at Battery,66
Powell at Post (Union Square) - San Francisco City Hall,66
Grant Avenue at Columbus Avenue - Townsend at 7th,66
Temporary Transbay Terminal (Howard at Beale) - Washington at Kearney,66
Yerba Buena Center of the Arts (3rd @ Howard) - 5th at Howard,66
Beale at Market - Howard at 2nd,65
Beale at Market - Yerba Buena Center of the Arts (3rd @ Howard),65
Mountain View City Hall - Rengstorff Avenue / California Street,65
Powell at Post (Union Square) - South Van Ness at Market,65
California Ave Caltrain Station - Park at Olive,65
Mechanics Plaza (Market at Battery) - Civic Center BART (7th at Market),65
Ryland Park - Ryland Park,64
Market at 10th - Davis at Jackson,64
Townsend at 7th - Powell at Post (Union Square),64
Market at Sansome - San Francisco City Hall,64
Washington at Kearny - Davis at Jackson,64
South Van Ness at Market - Embarcadero at Vallejo,64
Broadway St at Battery St - Townsend at 7th,64
2nd at Folsom - Commercial at Montgomery,63
2nd at South Park - Embarcadero at Bryant,63
Mechanics Plaza (Market at Battery) - 2nd at Folsom,63
MLK Library - SJSU - San Salvador at 9th,62
St James Park - Paseo de San Antonio,62
Market at 10th - Clay at Battery,62
Post at Kearny - Beale at Market,62
Post at Kearny - Powell Street BART,62
2nd at Townsend - Washington at Kearny,62
Beale at Market - Civic Center BART (7th at Market),62
Davis at Jackson - Howard at 2nd,62
2nd at South Park - Davis at Jackson,62
Market at Sansome - Golden Gate at Polk,62
Market at Sansome - Mechanics Plaza (Market at Battery),62
Broadway St at Battery St - Embarcadero at Folsom,62
Redwood City Caltrain Station - Mezes Park,62
Santa Clara County Civic Center - Arena Green / SAP Center,62
Civic Center BART (7th at Market) - Embarcadero at Bryant,62
San Francisco Caltrain (Townsend at 4th) - San Francisco Caltrain 2 (330 Townsend),62
5th at Howard - San Francisco City Hall,61
5th at Howard - Powell at Post (Union Square),61
Post at Kearny - Washington at Kearny,61
Spear at Folsom - Powell at Post (Union Square),61
Davis at Jackson - Powell Street BART,61
Davis at Jackson - Washington at Kearny,61
San Pedro Square - San Salvador at 1st,61
San Pedro Square - San Jose Civic Center,61
2nd at South Park - Broadway St at Battery St,61
San Salvador at 1st - Adobe on Almaden,61
Washington at Kearny - Townsend at 7th,61
Mountain View City Hall - Evelyn Park and Ride,61
Howard at 2nd - Mechanics Plaza (Market at Battery),60
Post at Kearny - South Van Ness at Market,60
Beale at Market - 5th at Howard,60
Spear at Folsom - Golden Gate at Polk,60
San Jose City Hall - Japantown,60
Washington at Kearny - Howard at 2nd,60
San Francisco City Hall - 2nd at South Park,60
Arena Green / SAP Center - Santa Clara County Civic Center,60
Stanford in Redwood City - Redwood City Caltrain Station,60
Broadway St at Battery St - 2nd at South Park,60
Harry Bridges Plaza (Ferry Building) - Washington at Kearney,60
Temporary Transbay Terminal (Howard at Beale) - Embarcadero at Bryant,60
MLK Library - Japantown,59
2nd at Folsom - Embarcadero at Sansome,59
Howard at 2nd - Grant Avenue at Columbus Avenue,59
San Pedro Square - MLK Library,59
Embarcadero at Bryant - Powell Street BART,59
Embarcadero at Folsom - Yerba Buena Center of the Arts (3rd @ Howard),59
San Antonio Caltrain Station - California Ave Caltrain Station,59
Grant Avenue at Columbus Avenue - 5th at Howard,59
Civic Center BART (7th at Market) - Broadway St at Battery St,59
Post at Kearney - 2nd at South Park,58
Market at Sansome - Embarcadero at Bryant,58
Washington at Kearny - Yerba Buena Center of the Arts (3rd @ Howard),58
Embarcadero at Vallejo - Spear at Folsom,58
Commercial at Montgomery - South Van Ness at Market,58
Commercial at Montgomery - Harry Bridges Plaza (Ferry Building),58
San Antonio Shopping Center - San Antonio Shopping Center,58
San Antonio Caltrain Station - San Antonio Caltrain Station,58
Santa Clara County Civic Center - Santa Clara County Civic Center,58
Rengstorff Avenue / California Street - Mountain View City Hall,58
5th at Howard - Davis at Jackson,57
