trip_name,counts
Townsend at 7th - Yerba Buena Center of the Arts (3rd @ Howard),145
Broadway St at Battery St - 2nd at Townsend,144
2nd at Townsend - 2nd at Townsend,142
Civic Center BART (7th at Market) - 2nd at South Park,142
South Van Ness at Market - Steuart at Market,142
Mechanics Plaza (Market at Battery) - Temporary Transbay Terminal (Howard at Beale),142
Civic Center BART (7th at Market) - Powell Street BART,140
Temporary Transbay Terminal (Howard at Beale) - Spear at Folsom,139
Market at 4th - Civic Center BART (7th at Market),139
2nd at Folsom - Yerba Buena Center of the Arts (3rd @ Howard),139
Davis at Jackson - Howard at 2nd,137
Harry Bridges Plaza (Ferry Building) - Spear at Folsom,136
2nd at Folsom - Steuart at Market,136
2nd at Folsom - Powell Street BART,136
Civic Center BART (7th at Market) - Commercial at Montgomery,136
Market at Sansome - Harry Bridges Plaza (Ferry Building),136
Powell Street BART - Harry Bridges Plaza (Ferry Building),136
5th at Howard - Howard at 2nd,135
Mechanics Plaza (Market at Battery) - Market at 10th,135
Post at Kearny - Howard at 2nd,134
Powell Street BART - Steuart at Market,134
Mountain View Caltrain Station - Mountain View Caltrain Station,134
Paseo de San Antonio - Japantown,133
Grant Avenue at Columbus Avenue - Howard at 2nd,133
Broadway St at Battery St - Spear at Folsom,132
San Francisco Caltrain (Townsend at 4th) - San Francisco City Hall,132
Powell at Post (Union Square) - Commercial at Montgomery,132
Harry Bridges Plaza (Ferry Building) - Broadway St at Battery St,131
San Francisco Caltrain 2 (330 Townsend) - Embarcadero at Bryant,129
Embarcadero at Sansome - Market at 4th,128
San Francisco City Hall - Powell Street BART,128
Market at 4th - Yerba Buena Center of the Arts (3rd @ Howard),128
San Francisco City Hall - Market at 4th,127
Davis at Jackson - Post at Kearny,127
Post at Kearny - Washington at Kearny,127
San Francisco City Hall - Mechanics Plaza (Market at Battery),127
Clay at Battery - Temporary Transbay Terminal (Howard at Beale),127
Spear at Folsom - 5th at Howard,126
Townsend at 7th - Beale at Market,126
Market at 10th - Embarcadero at Sansome,126
Spear at Folsom - Yerba Buena Center of the Arts (3rd @ Howard),126
Spear at Folsom - Howard at 2nd,125
Clay at Battery - Clay at Battery,125
Civic Center BART (7th at Market) - Temporary Transbay Terminal (Howard at Beale),125
Powell Street BART - Civic Center BART (7th at Market),124
Embarcadero at Sansome - San Francisco Caltrain 2 (330 Townsend),123
Steuart at Market - Market at 4th,121
Commercial at Montgomery - Market at 4th,121
Spear at Folsom - Embarcadero at Vallejo,121
2nd at South Park - Market at 10th,120
Commercial at Montgomery - 2nd at South Park,120
Townsend at 7th - Embarcadero at Vallejo,119
Market at 4th - Commercial at Montgomery,119
Powell at Post (Union Square) - 2nd at Folsom,118
Grant Avenue at Columbus Avenue - 2nd at Folsom,118
Steuart at Market - 5th at Howard,118
Embarcadero at Bryant - Spear at Folsom,117
2nd at South Park - Commercial at Montgomery,117
South Van Ness at Market - Civic Center BART (7th at Market),117
Embarcadero at Bryant - 2nd at Folsom,116
Powell Street BART - 2nd at Townsend,116
Golden Gate at Polk - Powell Street BART,116
Washington at Kearny - Market at Sansome,115
Embarcadero at Bryant - Embarcadero at Bryant,115
Davis at Jackson - Broadway St at Battery St,115
South Van Ness at Market - Harry Bridges Plaza (Ferry Building),115
2nd at South Park - Powell Street BART,114
Broadway St at Battery St - Embarcadero at Sansome,113
Palo Alto Caltrain Station - Palo Alto Caltrain Station,113
Davis at Jackson - Harry Bridges Plaza (Ferry Building),113
5th at Howard - Townsend at 7th,112
Temporary Transbay Terminal (Howard at Beale) - Washington at Kearny,112
Townsend at 7th - Market at 4th,111
Market at 10th - South Van Ness at Market,111
Market at Sansome - Steuart at Market,110
Embarcadero at Folsom - Market at Sansome,109
Grant Avenue at Columbus Avenue - Washington at Kearny,109
Washington at Kearny - San Francisco Caltrain 2 (330 Townsend),109
Washington at Kearny - San Francisco Caltrain (Townsend at 4th),109
Post at Kearny - Market at 10th,108
Powell at Post (Union Square) - 2nd at Townsend,108
Powell at Post (Union Square) - Powell Street BART,108
Golden Gate at Polk - Embarcadero at Vallejo,108
Market at 4th - Mechanics Plaza (Market at Battery),108
Market at Sansome - San Francisco Caltrain 2 (330 Townsend),108
Steuart at Market - Temporary Transbay Terminal (Howard at Beale),108
5th at Howard - Clay at Battery,107
Washington at Kearny - Embarcadero at Folsom,107
Embarcadero at Bryant - Howard at 2nd,106
Harry Bridges Plaza (Ferry Building) - Grant Avenue at Columbus Avenue,106
Broadway St at Battery St - Civic Center BART (7th at Market),106
2nd at South Park - Harry Bridges Plaza (Ferry Building),106
San Francisco City Hall - Post at Kearny,105
Market at 4th - Spear at Folsom,105
Clay at Battery - Spear at Folsom,105
Harry Bridges Plaza (Ferry Building) - Embarcadero at Folsom,105
San Francisco City Hall - Embarcadero at Sansome,105
Market at 4th - 2nd at Folsom,104
Market at 4th - Beale at Market,104
Market at 4th - Howard at 2nd,103
Howard at 2nd - San Francisco Caltrain 2 (330 Townsend),103
Spear at Folsom - Davis at Jackson,102
Broadway St at Battery St - Embarcadero at Folsom,102
Yerba Buena Center of the Arts (3rd @ Howard) - Grant Avenue at Columbus Avenue,102
5th at Howard - Mechanics Plaza (Market at Battery),102
2nd at South Park - Yerba Buena Center of the Arts (3rd @ Howard),102
Powell Street BART - Market at 4th,101
San Jose Civic Center - San Jose Civic Center,101
Mechanics Plaza (Market at Battery) - Embarcadero at Vallejo,101
San Francisco Caltrain 2 (330 Townsend) - Powell at Post (Union Square),101
Golden Gate at Polk - Civic Center BART (7th at Market),101
Golden Gate at Polk - Mechanics Plaza (Market at Battery),101
Steuart at Market - 2nd at Folsom,100
Spear at Folsom - Market at 4th,100
Embarcadero at Bryant - Market at Sansome,100
Embarcadero at Folsom - Broadway St at Battery St,100
5th at Howard - 5th at Howard,99
2nd at Folsom - Market at 4th,98
South Van Ness at Market - 2nd at Townsend,98
Broadway St at Battery St - Market at Sansome,98
Temporary Transbay Terminal (Howard at Beale) - Temporary Transbay Terminal (Howard at Beale),98
2nd at Folsom - 5th at Howard,97
Steuart at Market - Market at 10th,97
San Francisco City Hall - Market at 10th,97
Clay at Battery - Embarcadero at Folsom,97
Embarcadero at Vallejo - Harry Bridges Plaza (Ferry Building),97
Yerba Buena Center of the Arts (3rd @ Howard) - San Francisco Caltrain 2 (330 Townsend),97
Steuart at Market - Market at Sansome,96
Post at Kearny - Embarcadero at Sansome,96
Howard at 2nd - South Van Ness at Market,96
Post at Kearny - Market at 4th,95
Golden Gate at Polk - Embarcadero at Sansome,95
South Van Ness at Market - Embarcadero at Vallejo,95
Howard at 2nd - Civic Center BART (7th at Market),95
Embarcadero at Sansome - Howard at 2nd,94
2nd at South Park - Steuart at Market,94
Steuart at Market - Powell Street BART,94
Mezes - Redwood City Caltrain Station,94
2nd at Townsend - 5th at Howard,93
Embarcadero at Sansome - Townsend at 7th,93
Post at Kearny - 2nd at South Park,93
Spear at Folsom - Market at Sansome,93
Market at Sansome - Market at Sansome,93
Washington at Kearny - Embarcadero at Sansome,93
Golden Gate at Polk - South Van Ness at Market,93
Townsend at 7th - 5th at Howard,92
Howard at 2nd - Market at Sansome,92
Embarcadero at Sansome - Commercial at Montgomery,92
San Pedro Square - Santa Clara County Civic Center,92
San Jose City Hall - San Jose Diridon Caltrain Station,92
Civic Center BART (7th at Market) - Harry Bridges Plaza (Ferry Building),91
Beale at Market - Market at 4th,90
Washington at Kearny - Market at 10th,90
Clay at Battery - 2nd at Townsend,90
Davis at Jackson - Beale at Market,90
Yerba Buena Center of the Arts (3rd @ Howard) - Townsend at 7th,90
Davis at Jackson - 2nd at South Park,90
Mechanics Plaza (Market at Battery) - Steuart at Market,90
5th at Howard - Embarcadero at Vallejo,90
2nd at South Park - Clay at Battery,89
Redwood City Caltrain Station - San Mateo County Center,89
Golden Gate at Polk - Broadway St at Battery St,88
Grant Avenue at Columbus Avenue - Grant Avenue at Columbus Avenue,88
Market at Sansome - Market at 4th,87
Washington at Kearny - Market at 4th,87
Market at Sansome - Beale at Market,87
Golden Gate at Polk - Spear at Folsom,87
2nd at South Park - 2nd at South Park,87
Mechanics Plaza (Market at Battery) - Washington at Kearny,87
5th at Howard - South Van Ness at Market,87
5th at Howard - 2nd at Folsom,86
Ryland Park - Adobe on Almaden,86
Embarcadero at Sansome - Embarcadero at Vallejo,86
5th at Howard - Embarcadero at Folsom,85
Commercial at Montgomery - Embarcadero at Folsom,85
St James Park - SJSU 4th at San Carlos,85
South Van Ness at Market - 5th at Howard,84
Temporary Transbay Terminal (Howard at Beale) - Beale at Market,84
Clay at Battery - 2nd at South Park,84
Washington at Kearny - Washington at Kearny,83
Embarcadero at Vallejo - Embarcadero at Vallejo,83
5th at Howard - Broadway St at Battery St,83
2nd at Folsom - Grant Avenue at Columbus Avenue,83
Commercial at Montgomery - Harry Bridges Plaza (Ferry Building),83
Yerba Buena Center of the Arts (3rd @ Howard) - Yerba Buena Center of the Arts (3rd @ Howard),83
Davis at Jackson - Embarcadero at Vallejo,82
5th at Howard - Beale at Market,81
Market at 4th - Powell Street BART,81
2nd at Townsend - Embarcadero at Bryant,81
Powell at Post (Union Square) - Embarcadero at Vallejo,81
Post at Kearny - Townsend at 7th,80
Embarcadero at Bryant - Davis at Jackson,80
Market at 10th - Golden Gate at Polk,80
Civic Center BART (7th at Market) - Embarcadero at Vallejo,80
Clay at Battery - Harry Bridges Plaza (Ferry Building),80
Washington at Kearny - Harry Bridges Plaza (Ferry Building),80
Broadway St at Battery St - Harry Bridges Plaza (Ferry Building),80
Post at Kearny - San Francisco Caltrain (Townsend at 4th),80
Howard at 2nd - Yerba Buena Center of the Arts (3rd @ Howard),80
Clay at Battery - Howard at 2nd,79
Market at Sansome - Market at 10th,79
Civic Center BART (7th at Market) - Post at Kearny,79
Commercial at Montgomery - Spear at Folsom,79
Post at Kearny - Steuart at Market,79
Embarcadero at Folsom - Howard at 2nd,78
South Van Ness at Market - Market at 10th,78
Temporary Transbay Terminal (Howard at Beale) - Embarcadero at Bryant,78
Commercial at Montgomery - Embarcadero at Sansome,78
South Van Ness at Market - South Van Ness at Market,78
Market at 10th - Harry Bridges Plaza (Ferry Building),78
Post at Kearny - Davis at Jackson,77
Civic Center BART (7th at Market) - Powell at Post (Union Square),77
Beale at Market - Grant Avenue at Columbus Avenue,77
5th at Howard - Temporary Transbay Terminal (Howard at Beale),77
South Van Ness at Market - 2nd at Folsom,76
Townsend at 7th - Townsend at 7th,76
Golden Gate at Polk - 2nd at South Park,76
Civic Center BART (7th at Market) - Embarcadero at Folsom,76
San Francisco City Hall - Commercial at Montgomery,76
2nd at Townsend - Powell at Post (Union Square),76
2nd at South Park - Beale at Market,75
Washington at Kearny - Beale at Market,75
South Van Ness at Market - Post at Kearney,75
Market at 10th - Spear at Folsom,75
Temporary Transbay Terminal (Howard at Beale) - Washington at Kearney,75
Washington at Kearny - Mechanics Plaza (Market at Battery),75
Mechanics Plaza (Market at Battery) - Harry Bridges Plaza (Ferry Building),75
Davis at Jackson - Temporary Transbay Terminal (Howard at Beale),75
Powell Street BART - 2nd at Folsom,74
Powell at Post (Union Square) - Spear at Folsom,74
San Jose Diridon Caltrain Station - San Salvador at 1st,74
Market at 4th - Embarcadero at Bryant,74
Washington at Kearney - Embarcadero at Folsom,74
St James Park - Arena Green / SAP Center,74
Townsend at 7th - Steuart at Market,73
South Van Ness at Market - Broadway St at Battery St,73
Market at 4th - Grant Avenue at Columbus Avenue,73
Japantown - MLK Library,72
Clay at Battery - Market at Sansome,72
Davis at Jackson - Steuart at Market,72
Beale at Market - Powell Street BART,72
Embarcadero at Folsom - Embarcadero at Folsom,72
Temporary Transbay Terminal (Howard at Beale) - Embarcadero at Folsom,72
2nd at South Park - Powell at Post (Union Square),72
Embarcadero at Folsom - Yerba Buena Center of the Arts (3rd @ Howard),72
Harry Bridges Plaza (Ferry Building) - Post at Kearney,71
5th at Howard - Powell Street BART,71
5th at Howard - Washington at Kearny,71
Howard at 2nd - Embarcadero at Sansome,71
Steuart at Market - Commercial at Montgomery,71
Mechanics Plaza (Market at Battery) - Powell at Post (Union Square),71
Cowper at University - California Ave Caltrain Station,71
Mechanics Plaza (Market at Battery) - Mechanics Plaza (Market at Battery),71
2nd at South Park - Spear at Folsom,70
2nd at South Park - Embarcadero at Folsom,70
Powell Street BART - Embarcadero at Vallejo,70
Redwood City Caltrain Station - Redwood City Public Library,70
Market at Sansome - Grant Avenue at Columbus Avenue,70
Howard at 2nd - Spear at Folsom,69
Howard at 2nd - Powell Street BART,69
Market at 10th - Embarcadero at Vallejo,69
Temporary Transbay Terminal (Howard at Beale) - San Francisco City Hall,69
Civic Center BART (7th at Market) - Howard at 2nd,68
Broadway St at Battery St - Market at 4th,68
Davis at Jackson - Market at 10th,68
Grant Avenue at Columbus Avenue - Powell at Post (Union Square),68
2nd at Folsom - Civic Center BART (7th at Market),68
5th at Howard - Yerba Buena Center of the Arts (3rd @ Howard),68
Grant Avenue at Columbus Avenue - Yerba Buena Center of the Arts (3rd @ Howard),68
Commercial at Montgomery - Howard at 2nd,67
Yerba Buena Center of the Arts (3rd @ Howard) - Post at Kearny,67
South Van Ness at Market - Clay at Battery,67
Market at Sansome - Embarcadero at Vallejo,67
Powell at Post (Union Square) - Market at 4th,66
South Van Ness at Market - San Francisco City Hall,66
San Francisco Caltrain (Townsend at 4th) - San Francisco Caltrain 2 (330 Townsend),66
Clay at Battery - Market at 4th,65
Commercial at Montgomery - 2nd at Townsend,65
Yerba Buena Center of the Arts (3rd @ Howard) - Beale at Market,65
Powell Street BART - Golden Gate at Polk,65
Grant Avenue at Columbus Avenue - San Francisco City Hall,65
Powell at Post (Union Square) - South Van Ness at Market,65
Palo Alto Caltrain Station - Stanford in Redwood City,65
Franklin at Maple - Redwood City Caltrain Station,65
Mechanics Plaza (Market at Battery) - 5th at Howard,64
San Francisco Caltrain (Townsend at 4th) - Post at Kearney,64
Beale at Market - Townsend at 7th,64
South Van Ness at Market - Davis at Jackson,64
Market at Sansome - Powell Street BART,64
Washington at Kearny - Embarcadero at Bryant,64
2nd at South Park - Embarcadero at Sansome,64
Commercial at Montgomery - Mechanics Plaza (Market at Battery),64
Civic Center BART (7th at Market) - Yerba Buena Center of the Arts (3rd @ Howard),64
Howard at 2nd - Howard at 2nd,63
Beale at Market - Howard at 2nd,63
Steuart at Market - Post at Kearny,63
Powell Street BART - Post at Kearny,63
Howard at 2nd - Clay at Battery,63
2nd at South Park - Davis at Jackson,63
Spear at Folsom - Embarcadero at Bryant,63
2nd at Folsom - Embarcadero at Sansome,63
San Salvador at 1st - SJSU 4th at San Carlos,63
California Ave Caltrain Station - Palo Alto Caltrain Station,63
California Ave Caltrain Station - California Ave Caltrain Station,63
Embarcadero at Folsom - Temporary Transbay Terminal (Howard at Beale),63
Broadway St at Battery St - Temporary Transbay Terminal (Howard at Beale),63
Beale at Market - Market at 10th,62
Spear at Folsom - Clay at Battery,62
Golden Gate at Polk - Golden Gate at Polk,62
Harry Bridges Plaza (Ferry Building) - Golden Gate at Polk,62
San Francisco City Hall - San Francisco City Hall,62
Howard at 2nd - Harry Bridges Plaza (Ferry Building),62
Yerba Buena Center of the Arts (3rd @ Howard) - Harry Bridges Plaza (Ferry Building),62
Ryland Park - Ryland Park,61
Spear at Folsom - Spear at Folsom,61
Embarcadero at Folsom - Steuart at Market,61
Howard at 2nd - Commercial at Montgomery,61
Embarcadero at Sansome - Grant Avenue at Columbus Avenue,61
Powell at Post (Union Square) - Civic Center BART (7th at Market),61
Market at Sansome - Temporary Transbay Terminal (Howard at Beale),61
Townsend at 7th - Clay at Battery,60
Townsend at 7th - 2nd at South Park,60
Mechanics Plaza (Market at Battery) - 2nd at South Park,60
Grant Avenue at Columbus Avenue - Embarcadero at Bryant,60
Beale at Market - South Van Ness at Market,60
Commercial at Montgomery - Powell at Post (Union Square),60
San Jose Diridon Caltrain Station - San Jose Diridon Caltrain Station,60
Post at Kearny - Harry Bridges Plaza (Ferry Building),60
Japantown - Japantown,59
Redwood City Caltrain Station - Kaiser Hospital,59
Townsend at 7th - Embarcadero at Bryant,59
Post at Kearny - Embarcadero at Folsom,59
Powell at Post (Union Square) - Grant Avenue at Columbus Avenue,59
Market at 4th - Temporary Transbay Terminal (Howard at Beale),59
Civic Center BART (7th at Market) - 2nd at Folsom,58
Beale at Market - Embarcadero at Folsom,58
2nd at Folsom - Mechanics Plaza (Market at Battery),58
Grant Avenue at Columbus Avenue - 5th at Howard,57
Golden Gate at Polk - Post at Kearney,57
Clay at Battery - Steuart at Market,57
South Van Ness at Market - Golden Gate at Polk,57
Market at 4th - Embarcadero at Vallejo,57
Harry Bridges Plaza (Ferry Building) - South Van Ness at Market,57
Mountain View Caltrain Station - Charleston Park/ North Bayshore Area,57
San Francisco Caltrain 2 (330 Townsend) - San Francisco Caltrain (Townsend at 4th),57
Powell Street BART - Howard at 2nd,56
Harry Bridges Plaza (Ferry Building) - Beale at Market,56
Mechanics Plaza (Market at Battery) - Spear at Folsom,56
Embarcadero at Folsom - Davis at Jackson,56
San Salvador at 1st - San Jose City Hall,56
San Jose Civic Center - Santa Clara at Almaden,56
Temporary Transbay Terminal (Howard at Beale) - Powell at Post (Union Square),56
Howard at 2nd - Temporary Transbay Terminal (Howard at Beale),56
Washington at Kearney - Market at 10th,55
Beale at Market - Beale at Market,55
Davis at Jackson - Powell Street BART,55
2nd at Folsom - Powell at Post (Union Square),55
2nd at Folsom - Harry Bridges Plaza (Ferry Building),55
Steuart at Market - Harry Bridges Plaza (Ferry Building),55
Broadway St at Battery St - San Francisco Caltrain 2 (330 Townsend),55
Market at Sansome - 5th at Howard,54
Howard at 2nd - Golden Gate at Polk,54
2nd at Folsom - Embarcadero at Vallejo,54
Powell Street BART - San Francisco City Hall,54
Embarcadero at Bryant - Yerba Buena Center of the Arts (3rd @ Howard),54
2nd at Folsom - 2nd at Folsom,53
2nd at South Park - 5th at Howard,53
Steuart at Market - Washington at Kearny,53
Embarcadero at Sansome - 2nd at South Park,52
San Francisco City Hall - Steuart at Market,52
Mechanics Plaza (Market at Battery) - Embarcadero at Bryant,52
Commercial at Montgomery - Commercial at Montgomery,52
Mechanics Plaza (Market at Battery) - Grant Avenue at Columbus Avenue,52
Embarcadero at Sansome - Civic Center BART (7th at Market),52
Mechanics Plaza (Market at Battery) - San Francisco Caltrain (Townsend at 4th),52
Yerba Buena Center of the Arts (3rd @ Howard) - Temporary Transbay Terminal (Howard at Beale),52
2nd at Folsom - Post at Kearny,51
Howard at 2nd - Post at Kearny,51
Post at Kearny - Post at Kearny,51
Post at Kearny - 2nd at Townsend,51
Market at Sansome - Spear at Folsom,51
Embarcadero at Bryant - 2nd at South Park,51
San Francisco City Hall - 2nd at South Park,51
University and Emerson - Cowper at University,51
Yerba Buena Center of the Arts (3rd @ Howard) - Embarcadero at Folsom,51
Yerba Buena Center of the Arts (3rd @ Howard) - Embarcadero at Sansome,51
Stanford in Redwood City - Redwood City Caltrain Station,51
Powell Street BART - Yerba Buena Center of the Arts (3rd @ Howard),51
Beale at Market - 5th at Howard,50
Powell Street BART - Clay at Battery,50
Townsend at 7th - Davis at Jackson,50
SJSU 4th at San Carlos - Santa Clara at Almaden,50
Ryland Park - Japantown,49
Washington at Kearny - Howard at 2nd,49
Golden Gate at Polk - 2nd at Townsend,49
Cowper at University - Cowper at University,49
Steuart at Market - Powell at Post (Union Square),49
Washington at Kearny - Post at Kearny,48
Washington at Kearny - 2nd at Townsend,48
Washington at Kearny - Clay at Battery,48
5th at Howard - Powell at Post (Union Square),48
Commercial at Montgomery - Post at Kearny,47
Broadway St at Battery St - Post at Kearny,47
Embarcadero at Vallejo - 2nd at Townsend,47
San Francisco City Hall - 2nd at Townsend,47
Market at 10th - Clay at Battery,47
Commercial at Montgomery - Steuart at Market,47
SJSU - San Salvador at 9th - SJSU 4th at San Carlos,47
Broadway St at Battery St - Broadway St at Battery St,47
Commercial at Montgomery - Civic Center BART (7th at Market),47
Adobe on Almaden - San Jose Diridon Caltrain Station,47
San Pedro Square - St James Park,46
Mechanics Plaza (Market at Battery) - Post at Kearny,46
Commercial at Montgomery - Beale at Market,46
Civic Center BART (7th at Market) - Spear at Folsom,46
Mechanics Plaza (Market at Battery) - Golden Gate at Polk,46
Civic Center BART (7th at Market) - Washington at Kearny,46
Powell at Post (Union Square) - Embarcadero at Folsom,46
Santa Clara at Almaden - Santa Clara at Almaden,46
Mountain View City Hall - Mountain View City Hall,46
Castro Street and El Camino Real - Castro Street and El Camino Real,46
Commercial at Montgomery - 2nd at Folsom,45
Commercial at Montgomery - Market at 10th,45
Civic Center BART (7th at Market) - 2nd at Townsend,45
2nd at Folsom - Beale at Market,45
Embarcadero at Vallejo - Clay at Battery,45
Broadway St at Battery St - Davis at Jackson,45
Washington at Kearny - Golden Gate at Polk,45
SJSU - San Salvador at 9th - San Salvador at 1st,45
South Van Ness at Market - Washington at Kearny,45
Post at Kearney - Washington at Kearney,45
San Antonio Caltrain Station - San Antonio Caltrain Station,45
Powell Street BART - Powell at Post (Union Square),45
San Francisco Caltrain (Townsend at 4th) - Powell at Post (Union Square),45
San Jose City Hall - MLK Library,44
Embarcadero at Bryant - 5th at Howard,44
Golden Gate at Polk - Howard at 2nd,44
5th at Howard - 2nd at Townsend,44
Clay at Battery - Beale at Market,44
Spear at Folsom - Beale at Market,44
Powell at Post (Union Square) - Clay at Battery,44
Grant Avenue at Columbus Avenue - Broadway St at Battery St,44
University and Emerson - California Ave Caltrain Station,44
5th at Howard - Civic Center BART (7th at Market),44
San Francisco City Hall - 2nd at Folsom,43
Yerba Buena Center of the Arts (3rd @ Howard) - Clay at Battery,43
2nd at Townsend - Post at Kearney,43
Beale at Market - Market at Sansome,43
Townsend at 7th - Embarcadero at Folsom,43
Golden Gate at Polk - Commercial at Montgomery,43
Spear at Folsom - Broadway St at Battery St,43
Yerba Buena Center of the Arts (3rd @ Howard) - 2nd at Townsend,42
Post at Kearney - 2nd at South Park,42
2nd at Townsend - Powell Street BART,42
Post at Kearny - Commercial at Montgomery,42
Howard at 2nd - Powell at Post (Union Square),42
Spear at Folsom - Powell at Post (Union Square),42
Embarcadero at Sansome - Powell at Post (Union Square),42
Market at Sansome - Civic Center BART (7th at Market),42
Davis at Jackson - San Francisco Caltrain 2 (330 Townsend),42
Beale at Market - Yerba Buena Center of the Arts (3rd @ Howard),42
Clay at Battery - Yerba Buena Center of the Arts (3rd @ Howard),42
Redwood City Caltrain Station - Mezes Park,41
San Francisco City Hall - Beale at Market,41
Beale at Market - Clay at Battery,41
Davis at Jackson - Clay at Battery,41
5th at Howard - Davis at Jackson,41
Post at Kearny - Powell Street BART,41
San Francisco City Hall - South Van Ness at Market,41
Market at 4th - Powell at Post (Union Square),41
Mechanics Plaza (Market at Battery) - San Francisco Caltrain 2 (330 Townsend),41
Powell at Post (Union Square) - Temporary Transbay Terminal (Howard at Beale),41
Embarcadero at Bryant - Market at 4th,40
Embarcadero at Sansome - Market at 10th,40
San Francisco Caltrain 2 (330 Townsend) - Post at Kearney,40
5th at Howard - 2nd at South Park,40
SJSU - San Salvador at 9th - San Jose City Hall,40
Harry Bridges Plaza (Ferry Building) - Washington at Kearny,40
Embarcadero at Folsom - Commercial at Montgomery,40
Embarcadero at Sansome - Broadway St at Battery St,40
Clay at Battery - Powell at Post (Union Square),40
San Antonio Shopping Center - Mountain View Caltrain Station,40
5th at Howard - Grant Avenue at Columbus Avenue,40
Powell Street BART - Grant Avenue at Columbus Avenue,40
Embarcadero at Vallejo - Temporary Transbay Terminal (Howard at Beale),40
Market at 4th - Clay at Battery,39
San Jose Civic Center - Adobe on Almaden,39
Harry Bridges Plaza (Ferry Building) - Steuart at Market,39
California Ave Caltrain Station - University and Emerson,39
Arena Green / SAP Center - Arena Green / SAP Center,39
Steuart at Market - Grant Avenue at Columbus Avenue,39
Spear at Folsom - Temporary Transbay Terminal (Howard at Beale),39
Embarcadero at Folsom - Post at Kearny,38
Market at 10th - Davis at Jackson,38
Japantown - San Pedro Square,38
Powell Street BART - 2nd at South Park,38
San Francisco City Hall - Golden Gate at Polk,38
Powell Street BART - Commercial at Montgomery,38
Washington at Kearny - Broadway St at Battery St,38
Washington at Kearney - San Francisco Caltrain 2 (330 Townsend),38
Embarcadero at Sansome - Yerba Buena Center of the Arts (3rd @ Howard),38
San Francisco City Hall - Yerba Buena Center of the Arts (3rd @ Howard),38
MLK Library - Japantown,37
San Francisco City Hall - Post at Kearney,37
Yerba Buena Center of the Arts (3rd @ Howard) - Powell Street BART,37
2nd at Folsom - Embarcadero at Bryant,37
Embarcadero at Vallejo - Embarcadero at Folsom,37
Townsend at 7th - Mechanics Plaza (Market at Battery),37
Yerba Buena Center of the Arts (3rd @ Howard) - Mechanics Plaza (Market at Battery),37
San Francisco City Hall - Harry Bridges Plaza (Ferry Building),37
Davis at Jackson - 2nd at Folsom,36
San Francisco City Hall - 5th at Howard,36
Cowper at University - Park at Olive,36
Embarcadero at Sansome - Post at Kearny,36
5th at Howard - Golden Gate at Polk,36
Ryland Park - SJSU 4th at San Carlos,36
San Francisco Caltrain 2 (330 Townsend) - San Francisco City Hall,36
Market at Sansome - South Van Ness at Market,36
Howard at 2nd - Mechanics Plaza (Market at Battery),36
Powell Street BART - Temporary Transbay Terminal (Howard at Beale),36
Mechanics Plaza (Market at Battery) - Yerba Buena Center of the Arts (3rd @ Howard),36
St James Park - MLK Library,35
San Francisco City Hall - Howard at 2nd,35
University and Emerson - Park at Olive,35
2nd at South Park - Post at Kearney,35
Powell at Post (Union Square) - Golden Gate at Polk,35
San Jose City Hall - Paseo de San Antonio,35
Clay at Battery - Embarcadero at Vallejo,35
Civic Center BART (7th at Market) - San Francisco City Hall,35
Clay at Battery - Broadway St at Battery St,35
Redwood City Caltrain Station - Redwood City Caltrain Station,35
Post at Kearny - Grant Avenue at Columbus Avenue,35
Embarcadero at Vallejo - Spear at Folsom,34
Washington at Kearny - Townsend at 7th,34
Beale at Market - Washington at Kearny,34
Embarcadero at Sansome - Washington at Kearny,34
Yerba Buena Center of the Arts (3rd @ Howard) - Washington at Kearny,34
Embarcadero at Bryant - Civic Center BART (7th at Market),34
Yerba Buena Center of the Arts (3rd @ Howard) - Civic Center BART (7th at Market),34
San Jose Diridon Caltrain Station - Ryland Park,33
Mechanics Plaza (Market at Battery) - Howard at 2nd,33
Embarcadero at Folsom - Market at 4th,33
Mechanics Plaza (Market at Battery) - Clay at Battery,33
Market at 4th - Davis at Jackson,33
San Salvador at 1st - San Salvador at 1st,33
MLK Library - Paseo de San Antonio,33
Paseo de San Antonio - Paseo de San Antonio,33
Grant Avenue at Columbus Avenue - South Van Ness at Market,33
Market at Sansome - Powell at Post (Union Square),33
South Van Ness at Market - Powell at Post (Union Square),33
Washington at Kearny - Civic Center BART (7th at Market),33
San Francisco City Hall - Civic Center BART (7th at Market),33
Embarcadero at Vallejo - San Francisco Caltrain (Townsend at 4th),33
Washington at Kearny - Yerba Buena Center of the Arts (3rd @ Howard),33
Paseo de San Antonio - MLK Library,32
Embarcadero at Folsom - 5th at Howard,32
Clay at Battery - Market at 10th,32
Temporary Transbay Terminal (Howard at Beale) - Post at Kearney,32
Mechanics Plaza (Market at Battery) - Townsend at 7th,32
Civic Center BART (7th at Market) - Davis at Jackson,32
Beale at Market - Steuart at Market,32
Market at Sansome - Embarcadero at Bryant,32
Broadway St at Battery St - Embarcadero at Bryant,32
Townsend at 7th - Embarcadero at Sansome,32
Spear at Folsom - South Van Ness at Market,32
Post at Kearny - Broadway St at Battery St,32
Golden Gate at Polk - Powell at Post (Union Square),32
Clay at Battery - Grant Avenue at Columbus Avenue,32
Post at Kearney - 2nd at Folsom,31
Post at Kearney - Howard at 2nd,31
